Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
2.58956E+15,1 to 8 Years,BA,07-04-2022,Both,Quality Assurance Analyst,Quality Assurance Manager,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence.",Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,MRF Limited
7.15167E+13,5 to 10 Years,MBA,05-03-2022,Both,Customer Service Representative,Live Chat Support Agent,"A Live Chat Support Agent provides customer support through live chat channels, addressing inquiries, troubleshooting issues, and offering timely solutions.",Live chat support Online customer communication Problem resolution,HCA Healthcare
2.66021E+15,4 to 12 Years,BBA,03-06-2022,Both,Registered Nurse,Charge Nurse,"A Charge Nurse leads and supervises nursing staff, coordinates patient care, and ensures efficient operations within a healthcare unit or department.",Nursing leadership Charge nurse responsibilities Team coordination,Reynolds American Inc.
1.44758E+15,0 to 10 Years,M.Tech,04-01-2023,Female,Database Administrator,Database Developer,"A Database Developer designs, develops, and maintains databases. They create efficient data structures, write queries, and ensure data security and integrity.","Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",Petronet LNG
2.61872E+15,5 to 14 Years,PhD,18-04-2022,Both,Human Resources Manager,Talent Acquisition Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,American Family Insurance Group
3.04281E+15,4 to 12 Years,BBA,12-11-2021,Both,Network Security Specialist,Security Operations Center (SOC) Analyst,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","SOC operations Security incident response Threat detection Log analysis Security tools (e.g., IDS/IPS) Security alerts triage",Sinopharm Group
7.08331E+14,5 to 14 Years,B.Tech,31-10-2022,Female,UX/UI Designer,User Experience Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Massachusetts Mutual Life Insurance
1.45552E+15,1 to 11 Years,BA,27-06-2022,Both,Marketing Analyst,Data Analyst,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",The Boeing Company
1.4852E+15,0 to 15 Years,M.Tech,21-07-2023,Both,SEO Analyst,Technical SEO Analyst,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization",Universal Health Services
2.48748E+15,2 to 8 Years,B.Com,12-03-2022,Female,Family Lawyer,Mediator,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques,Elevance Health
1.51331E+15,4 to 12 Years,MBA,12-10-2022,Male,SEM Specialist,Search Engine Marketer,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.",Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Airbnb
2.37698E+15,3 to 13 Years,M.Tech,26-01-2023,Male,Email Marketing Specialist,Deliverability Analyst,"Monitor and improve email deliverability rates, troubleshoot delivery issues, and maintain a clean email list.","Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail",Croda International
1.05901E+15,1 to 11 Years,M.Tech,30-08-2022,Both,Database Administrator,Database Security Specialist,A Database Security Specialist focuses on protecting databases from unauthorized access and data breaches. They implement security measures and ensure compliance with regulations.,Database security measures Data encryption and access control Security compliance Vulnerability assessment Database auditing and monitoring,Freeport-McMoRan
2.01243E+15,4 to 13 Years,MBA,03-04-2023,Female,Psychologist,School Psychologist,"School Psychologists work in educational settings, supporting students emotional and academic development. They provide counseling and assessments to enhance learning outcomes.",School psychology Special education knowledge Assessment and testing Individualized education plans Collaboration skills,Spirax-Sarco Engineering
7.73876E+14,4 to 9 Years,B.Tech,02-01-2022,Female,Purchasing Agent,Inventory Manager,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.",Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Jabil
2.52688E+15,4 to 15 Years,MCA,13-07-2023,Male,Event Planner,Wedding Planner,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,CSX
1.04072E+15,1 to 14 Years,BA,03-12-2022,Female,Office Manager,Office Coordinator,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.",Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,Alcoa
